,rate
53794,2.0
6944,5.0
54797,4.0
59522,3.5
58478,3.5
48075,2.5
54765,4.0
10642,3.5
43058,3.5
28821,4.0
11823,3.0
20217,4.0
38433,4.0
50195,4.0
36625,3.0
12631,3.0
33124,3.0
4361,5.0
36540,4.0
20796,3.0
26441,3.0
27338,4.0
42678,3.5
25266,3.5
41813,3.0
30275,5.0
31862,4.5
53488,3.5
22926,2.0
42013,4.0
39039,4.5
57384,4.0
19657,4.0
24290,3.5
4798,1.5
22418,4.0
7194,1.0
26669,4.0
50892,4.0
34087,4.0
31217,4.0
33387,3.0
56231,3.5
36876,5.0
18121,4.0
10271,5.0
30698,4.5
49831,5.0
3334,3.5
26321,4.0
15988,2.0
59154,3.0
15532,4.0
49,3.0
38719,1.0
34293,4.5
20117,4.5
479,5.0
45622,2.0
58719,5.0
4851,4.0
49596,4.0
15249,4.0
15697,3.5
17866,4.0
3075,4.0
46304,2.5
12860,3.0
2355,5.0
57788,4.5
37641,2.0
49100,2.0
6976,3.0
12596,4.5
40322,4.5
35241,4.0
11830,5.0
37539,3.0
12151,2.0
26039,3.5
54086,2.0
34083,4.5
58525,1.0
25693,3.5
36894,4.5
40245,5.0
58397,3.5
33737,2.5
52800,3.0
26697,5.0
15620,4.0
22471,4.0
13344,3.0
18160,3.5
21836,5.0
55182,3.0
13374,3.5
23717,3.5
15413,5.0
26162,5.0
26801,5.0
35025,1.0
59232,2.0
10113,3.0
41786,1.5
10760,5.0
34576,3.0
30910,3.0
14196,4.0
47376,4.5
12733,3.0
1886,4.0
51462,2.0
1922,4.0
42527,3.0
2208,5.0
22172,5.0
8185,4.0
42140,4.0
53886,3.5
22235,3.0
47247,3.0
9836,2.5
35886,3.0
43210,4.5
16396,3.0
57009,3.0
53851,3.0
52930,3.0
20258,3.5
41755,3.5
34701,1.0
58058,4.0
32574,3.0
49435,5.0
53877,2.5
28491,4.0
22032,2.0
5087,4.0
10121,4.0
1356,3.0
33919,4.0
21748,4.0
44312,1.0
55069,4.0
46967,3.0
45932,3.5
7722,3.0
13655,3.0
23700,5.0
17502,5.0
40496,2.0
55954,4.0
9338,2.0
20811,4.0
38171,5.0
13026,4.5
4080,4.0
12864,4.0
31565,5.0
54641,5.0
34521,5.0
33008,2.5
40821,3.0
40255,5.0
21817,5.0
57519,4.0
41509,3.0
4636,4.0
5712,5.0
47022,3.5
58453,3.5
6646,4.0
52796,3.0
51338,4.0
21351,5.0
54095,5.0
56037,4.5
40045,4.0
4608,5.0
8670,3.0
12613,3.5
23508,4.0
29749,4.0
25742,3.0
45195,3.0
3159,2.5
4252,4.5
58960,5.0
6280,5.0
42118,4.0
42303,4.0
48158,3.5
31711,2.0
3312,4.5
16642,2.5
15138,4.0
5096,4.0
16805,4.0
59775,4.0
36200,5.0
9684,3.5
37134,3.0
32201,3.0
16493,2.5
2172,3.0
49335,2.5
3152,3.0
35443,3.5
33479,4.0
59660,3.0
12141,4.0
20359,2.0
34363,1.5
37814,4.0
48513,3.5
4325,1.0
1549,5.0
35349,5.0
31975,2.5
12893,5.0
25435,3.0
14868,4.0
12707,4.0
13531,4.0
21853,4.0
58349,3.0
34036,4.0
9492,4.5
53568,3.0
19901,3.0
22141,2.0
12377,5.0
55631,4.5
2031,4.0
25780,2.0
42929,1.5
35361,4.5
33339,3.0
55692,2.0
39412,3.0
4256,3.0
8115,4.0
16944,3.5
32452,4.0
59827,4.0
13536,2.5
57813,4.0
54377,3.0
41570,2.0
17146,5.0
10274,4.0
50236,3.0
38606,5.0
22380,4.0
10194,3.0
20962,2.5
2052,2.0
49777,5.0
51640,3.0
32444,3.0
13779,4.0
41523,5.0
45355,5.0
43105,3.0
51625,4.0
2935,1.0
52594,2.5
18358,4.0
808,5.0
19427,3.5
41007,3.0
35657,5.0
49033,5.0
55979,3.0
52555,4.0
48134,3.0
56904,4.0
45135,0.5
33924,0.5
30716,4.0
23791,3.5
18396,4.0
21814,2.5
39275,3.0
3242,5.0
47236,5.0
25349,2.5
51008,4.5
39776,5.0
51797,5.0
8996,0.5
18418,4.0
14961,2.0
25142,3.0
7798,3.5
1704,3.5
51342,4.0
46475,4.0
43646,3.5
53947,4.5
14490,5.0
29488,3.5
5178,3.0
15348,5.0
30911,2.5
43848,4.0
4135,4.0
276,3.0
10335,1.0
9082,4.5
50252,3.5
22056,4.0
54245,4.0
32914,4.0
26180,1.5
25599,3.5
59816,4.0
12333,4.0
5404,5.0
29881,4.0
49899,3.5
51663,4.0
15119,3.0
56657,4.0
43733,2.0
46009,5.0
8788,2.0
49937,4.0
46088,5.0
39374,4.5
44126,3.0
19882,4.5
42873,5.0
47113,5.0
19783,3.0
59431,3.0
13766,4.0
51902,5.0
10546,4.0
39122,4.0
56114,4.0
20571,3.0
56598,4.0
934,5.0
58119,4.0
25148,4.0
52791,3.0
58408,4.5
40766,4.0
25399,2.5
58777,4.5
41170,4.0
57164,4.0
37898,4.0
32064,4.0
6706,3.5
39199,5.0
8408,5.0
29726,4.0
48539,2.0
712,2.0
50569,5.0
48039,4.0
48328,4.0
19455,3.5
45493,4.0
39300,3.0
18429,2.5
5523,5.0
21085,4.0
11168,1.5
48115,5.0
30384,2.0
59414,3.5
26046,3.0
10536,4.0
55379,4.0
44676,4.0
14709,4.0
49062,4.0
41401,4.0
50655,4.5
26678,5.0
20999,5.0
6571,3.5
816,3.0
43334,4.0
3153,4.0
43151,4.0
8717,4.0
21656,4.0
56044,3.0
23579,3.5
12483,4.0
47913,4.0
18514,5.0
32127,4.0
14073,3.5
20446,4.0
57130,4.0
58708,3.5
36478,4.0
22432,2.5
8690,2.0
41546,4.0
43811,4.0
34654,2.0
41085,4.0
39571,4.0
16348,3.0
8715,3.0
30518,4.5
37054,3.0
13676,4.0
37255,5.0
25008,3.5
39043,1.0
15106,4.0
55005,2.5
33704,4.0
11558,4.0
58164,5.0
40829,3.5
24212,4.0
2539,5.0
22682,5.0
27002,4.5
46023,3.0
16338,2.0
47295,3.0
2050,1.5
2604,4.0
19006,5.0
35292,4.0
26207,4.5
40075,3.0
9079,2.0
3958,0.5
20347,4.0
43712,3.5
14968,5.0
1527,3.0
54089,3.0
30468,3.5
58449,5.0
51211,5.0
10383,3.0
47724,2.0
6323,3.0
5294,2.0
20606,3.0
47017,4.5
13620,1.0
24013,3.0
21084,4.5
9422,4.0
50588,2.5
47263,4.0
54236,5.0
3740,5.0
2530,2.0
12536,4.0
42090,1.5
22724,4.0
36173,3.5
21391,2.0
41975,4.0
34907,2.0
49461,3.0
25741,4.0
32836,2.5
16958,5.0
28176,3.5
30392,4.0
27620,4.0
39722,3.5
15128,3.5
22725,4.0
56603,1.0
44691,2.0
59755,1.5
54789,4.5
53469,4.0
46601,3.0
54018,3.0
53155,4.0
32909,3.5
8037,3.0
51434,2.0
56522,4.0
5956,3.0
59069,4.0
27925,5.0
15694,3.0
38911,3.5
30049,4.0
55323,5.0
32821,4.0
2899,3.0
19788,4.5
12792,3.5
14667,4.5
45410,1.0
58615,3.0
41894,3.0
29833,3.0
4853,4.0
22386,4.5
37427,5.0
28462,5.0
14603,4.0
3831,2.5
323,5.0
27109,1.0
58109,4.0
50016,2.0
51386,3.0
49106,5.0
43857,5.0
55973,2.5
7025,2.5
1840,5.0
16372,4.0
4043,4.0
40006,4.0
57654,3.5
9952,4.0
16397,3.5
37499,3.5
15545,3.0
52998,2.5
8529,1.0
59919,4.0
21228,3.5
16491,4.5
34264,4.0
33413,5.0
34227,3.0
22941,4.0
49092,5.0
34367,4.5
54075,4.5
13247,4.0
4146,3.5
30785,0.5
41551,4.0
15400,2.0
17977,4.0
30121,4.0
55152,2.5
327,3.5
40607,2.5
46202,4.0
14353,2.0
31690,4.0
32618,3.0
637,3.5
50783,1.5
48340,3.5
54041,3.0
14544,4.0
17861,3.0
3197,3.0
13489,2.0
6495,5.0
19854,4.0
47597,4.0
8497,4.0
53856,5.0
57402,4.5
37413,1.0
6426,4.0
43277,2.5
59261,4.0
21867,4.0
46139,1.0
6853,3.0
14038,5.0
50341,3.5
47027,3.0
17288,5.0
40528,2.0
6988,3.0
24445,2.0
17131,5.0
5765,4.5
32298,4.0
54201,3.0
44889,3.5
16745,4.0
50888,4.5
13976,0.5
1637,5.0
58417,2.0
11064,3.5
12560,3.0
7666,3.5
20763,3.0
40813,3.0
45125,2.0
7772,4.5
35358,4.0
2400,3.0
51739,0.5
11235,4.0
14071,4.0
33529,3.5
27175,2.0
6738,5.0
31258,1.5
46558,4.0
7692,1.0
31897,4.0
10943,3.0
12584,4.5
39886,2.5
44028,3.5
26327,4.0
53652,2.0
53309,2.0
39291,3.0
19231,4.0
16632,3.5
47329,4.5
51979,4.5
47231,4.0
693,3.5
56282,4.5
5793,2.5
2396,4.0
3802,4.0
21038,3.0
30842,4.5
24655,3.0
25684,2.0
16100,3.5
6987,0.5
15376,5.0
35916,3.0
5932,4.0
8461,4.0
17757,5.0
53340,2.0
48536,2.0
16952,1.0
46950,3.5
45251,2.0
34577,4.0
29086,4.5
23894,3.5
1749,2.5
6752,5.0
22089,4.0
53113,4.0
14338,4.0
53878,4.0
31506,2.0
58221,4.5
54914,4.0
50443,2.0
440,3.0
58429,4.0
58094,3.5
50958,4.0
8130,4.0
12125,5.0
36075,3.0
17480,4.5
17415,1.0
9246,3.0
15931,4.0
1628,3.5
38000,3.0
24017,3.0
30280,5.0
32654,4.0
17521,4.0
38542,4.0
24710,3.0
53669,3.5
9245,4.5
715,4.0
13674,4.5
8119,1.5
35127,3.0
4994,3.0
59559,4.0
53147,3.0
56323,4.0
39413,4.5
248,5.0
39019,4.0
36457,4.0
55197,4.0
34152,5.0
2455,3.0
51136,4.0
22989,3.0
51968,2.5
6255,5.0
34584,4.5
1129,2.5
39201,3.5
27172,5.0
36646,3.0
59130,3.0
35073,3.5
37232,3.0
50994,4.0
38983,4.0
54019,3.5
9217,4.5
45761,4.0
49692,4.5
59900,4.5
51491,3.5
53083,3.0
19485,3.5
41657,4.0
20536,4.0
11681,5.0
5180,4.0
3330,2.5
1009,4.0
13112,4.0
10956,4.0
22300,4.0
38834,0.5
6023,4.0
185,4.5
598,3.5
28106,3.5
45987,4.0
49330,4.5
50247,2.0
52620,3.5
49984,4.0
3709,3.5
18111,4.0
57681,2.0
38797,5.0
55901,1.0
41425,4.0
48764,2.5
9119,3.0
30600,4.0
6315,3.5
1928,2.5
16340,4.0
48367,4.0
23690,3.0
33724,4.0
20336,4.0
8919,4.0
32509,2.5
7333,4.5
23385,3.0
34882,3.0
9917,5.0
21309,4.0
55233,2.0
4474,3.5
33666,5.0
28181,0.5
10189,4.0
19867,3.0
14638,4.0
10417,4.0
13246,3.5
57849,3.5
12372,3.0
1331,2.0
14532,3.0
423,4.0
44191,4.0
59786,3.0
26413,2.0
10058,3.0
17268,0.5
57621,3.0
28349,4.0
36790,4.0
2062,1.5
8697,4.0
22204,4.0
25277,3.0
52346,3.0
15220,3.0
55733,3.0
14641,3.0
25764,4.0
16830,4.0
38496,0.5
56758,4.5
40595,3.5
39959,4.0
2572,1.0
21231,3.0
20275,5.0
32155,4.5
31512,3.5
14090,3.5
35468,4.5
39009,4.0
58743,3.5
25108,0.5
13097,4.0
17974,1.5
25175,4.0
53085,2.5
47066,3.5
51299,4.0
36342,4.5
31221,4.5
22257,3.0
10903,4.0
9914,5.0
42071,4.0
30301,4.5
59330,2.0
43997,4.0
14422,5.0
51933,3.0
19728,4.5
30146,4.0
19141,3.5
42080,4.0
59083,5.0
49492,4.0
46040,3.5
53406,4.0
10181,3.0
14233,4.0
3307,2.0
10001,5.0
37057,4.5
40503,5.0
17322,2.0
58698,5.0
58456,3.0
53894,2.0
34626,5.0
43246,2.5
7030,4.0
40930,2.5
11463,4.5
49136,3.5
6375,5.0
18236,2.5
53299,2.0
27291,4.0
6073,4.0
28693,3.0
1402,3.0
14672,0.5
7440,4.0
32762,2.5
58035,5.0
40472,5.0
56982,4.0
7641,5.0
48834,2.0
30391,3.5
18122,5.0
51948,3.0
25293,4.0
18630,4.0
29128,4.5
46743,3.0
3896,4.0
14396,3.0
11528,0.5
30671,2.0
41443,3.5
58341,4.5
19047,5.0
10715,4.0
21285,1.0
4884,4.0
22163,4.5
58540,3.0
23192,3.5
10738,4.0
4700,0.5
14980,4.0
32371,3.0
49863,4.0
31110,3.5
38721,3.5
4379,4.0
17433,3.5
53162,4.0
3130,1.0
59913,5.0
46299,4.5
17942,3.5
47068,5.0
9146,3.5
50578,3.0
8206,3.5
10201,5.0
44877,4.5
44109,4.5
1657,5.0
34161,2.0
29043,3.0
49589,3.5
7423,5.0
56354,4.0
30162,5.0
29507,2.0
32040,4.5
59759,2.5
48092,0.5
25525,0.5
41016,4.0
27668,4.0
10868,3.5
14745,3.0
11470,5.0
17294,4.0
58826,4.0
55857,5.0
33063,4.0
14061,4.0
45625,5.0
57320,4.0
19079,4.0
25087,3.0
33698,3.0
11068,1.0
18862,3.5
42284,4.0
50203,4.0
30378,3.0
41315,2.5
27370,3.0
55782,4.5
17157,4.0
36910,2.5
2742,3.0
9851,1.5
10223,5.0
24958,5.0
42672,4.0
2977,3.5
22249,3.0
28983,5.0
45320,4.0
22593,4.0
44182,3.0
32241,3.0
4968,3.0
11895,4.0
1655,1.0
16389,4.0
26175,2.5
746,1.0
57060,3.0
3986,4.0
5224,2.0
8432,3.0
44449,0.5
40140,4.0
12375,4.5
26016,3.0
54767,4.0
33982,5.0
45095,3.0
18917,3.5
21271,2.5
944,5.0
53550,4.5
54428,3.5
19796,5.0
22749,4.0
53593,3.0
44468,2.0
35965,1.5
50156,3.5
45921,3.0
29371,5.0
58714,2.0
45775,4.0
49774,4.0
47917,4.0
29308,2.0
38499,5.0
10816,3.5
55341,3.0
36924,3.0
39575,5.0
2244,1.0
4591,4.0
22045,1.0
50286,5.0
10874,1.5
53332,4.0
25515,4.0
43037,3.0
27207,5.0
6618,5.0
58888,5.0
11456,4.0
41773,4.0
31150,5.0
4601,1.5
29399,5.0
9756,3.0
8584,3.0
19418,1.5
45115,4.0
6374,5.0
54476,3.5
38061,3.0
44361,3.5
47639,4.0
13352,5.0
53047,3.0
36960,4.0
48618,4.0
52619,2.5
23083,1.0
43392,5.0
21016,5.0
22434,4.0
55406,3.5
45160,3.0
15817,5.0
10701,4.0
50628,4.0
54352,4.0
2402,3.0
11093,3.5
40511,5.0
22002,3.0
1921,4.5
42462,4.0
42819,5.0
58995,3.0
37322,3.0
42477,2.0
52951,4.0
31542,3.5
37876,3.0
5892,1.5
35796,5.0
15735,4.0
15393,5.0
32277,2.0
43270,4.5
51499,3.5
34519,3.0
42874,4.0
39785,4.0
46866,4.5
7789,4.0
17265,3.5
53168,5.0
24402,4.5
39320,4.0
35797,4.5
40319,2.0
48483,2.0
20432,3.5
3529,2.0
23143,3.0
16668,3.5
45423,3.0
36071,0.5
4504,5.0
23231,1.0
36192,5.0
46781,3.0
10551,4.5
24497,3.0
49030,3.0
29328,4.5
47320,4.0
31609,4.5
32632,1.0
48281,3.5
45908,2.0
38713,3.5
35539,2.0
5344,5.0
17573,4.0
27613,3.5
40911,4.0
39317,0.5
27198,4.0
38615,4.5
53748,3.5
55640,3.0
19179,5.0
23986,3.0
21111,5.0
35868,4.0
12725,4.5
19314,4.5
31896,4.0
38102,4.0
2373,4.0
44522,2.5
9111,5.0
39242,4.0
43073,3.0
13280,2.0
55539,3.0
41535,2.0
20410,2.0
44687,5.0
20176,4.0
28477,4.0
11549,3.0
50842,5.0
36735,5.0
33267,3.0
22194,4.5
36977,2.0
25765,4.0
37060,3.5
52480,2.0
39135,4.0
22848,5.0
40188,3.0
20374,3.0
58915,4.5
31442,3.0
39336,3.0
8345,3.0
48848,4.0
12017,4.0
37690,3.0
6802,4.0
20293,3.5
25213,5.0
42518,4.0
44479,5.0
35940,5.0
30022,3.0
23207,2.5
44926,4.0
20533,3.5
56245,3.0
58239,4.0
36836,5.0
50877,3.5
53483,3.5
13116,3.0
2022,4.0
23296,0.5
2639,4.0
50018,3.5
4702,2.5
45183,4.0
10075,4.0
22462,3.0
14110,5.0
36026,5.0
51187,5.0
46178,4.0
22923,3.5
17547,3.5
8258,2.0
5272,5.0
58823,5.0
33690,3.5
52668,3.0
17108,4.0
8637,5.0
33938,4.0
13298,3.5
54071,4.0
37272,5.0
40764,4.0
18340,4.0
51574,3.0
23981,5.0
40551,3.0
25023,4.0
19616,2.0
12123,3.5
51798,3.5
59830,4.0
22364,2.5
39891,5.0
46162,3.0
3921,5.0
25763,5.0
55420,3.5
43806,5.0
16724,3.0
40223,4.0
20608,3.5
24863,3.0
17498,2.5
16962,4.0
24507,3.5
7474,3.0
40162,4.0
5816,4.0
16405,4.0
42616,5.0
6054,4.0
27037,3.0
2416,4.0
28483,4.0
55835,4.0
44681,2.0
14753,4.0
51808,4.5
57749,2.5
32079,1.5
28022,2.0
41384,3.5
59267,3.5
39347,4.0
19157,4.0
11887,4.0
37260,2.0
43651,4.0
2205,0.5
52254,3.0
59841,4.0
1025,4.0
13276,3.0
21910,4.0
4422,2.5
18109,4.0
58859,3.0
1888,5.0
38019,3.5
46037,5.0
1437,0.5
9980,5.0
3824,3.0
53114,5.0
10402,3.0
22480,5.0
7980,4.0
26123,5.0
49674,2.5
17605,3.0
26214,2.0
1481,4.5
20750,3.0
39433,1.0
57990,5.0
2616,5.0
26216,3.0
55665,4.0
17925,4.5
28070,4.5
37181,3.5
5969,4.0
2221,3.0
56023,3.5
40155,4.5
2928,3.0
49279,3.5
43201,4.0
35438,4.0
28534,5.0
51032,4.0
13618,3.5
33638,2.0
8792,4.0
56083,3.0
13869,3.5
36814,3.0
59736,4.0
39014,2.5
4072,3.0
12708,3.0
18629,4.0
32104,4.0
24403,2.0
44562,4.5
38921,4.5
58053,3.0
48775,4.0
40488,3.0
58491,3.5
50610,3.0
28901,1.0
35884,3.5
18426,4.0
47974,4.5
33135,2.0
29911,3.5
50380,5.0
44656,3.5
1832,2.5
7668,3.0
16108,2.5
49720,3.5
37794,4.0
48830,3.0
2866,3.5
25425,2.5
32664,3.0
31259,3.0
33279,4.0
31660,4.5
52772,1.5
41530,3.0
36970,4.5
48555,2.0
6060,4.5
58605,4.0
13073,3.5
20973,4.0
45276,4.0
55681,3.5
21447,3.0
29561,5.0
34992,2.0
43518,2.0
15313,2.0
55174,3.0
36621,3.0
11712,5.0
27051,3.0
9048,2.0
28906,3.5
38305,4.5
39821,5.0
3876,4.0
39928,5.0
20674,5.0
6224,4.0
36783,3.5
55626,3.5
8517,4.0
18157,3.0
35630,3.0
51724,2.0
41703,3.0
8176,3.5
44285,4.0
33819,4.0
15444,1.5
8978,3.0
35573,5.0
43889,3.0
7565,0.5
35467,3.5
39810,5.0
9336,2.5
59614,2.0
53472,3.0
56818,5.0
3688,4.5
6573,3.5
37086,5.0
52922,3.0
44463,3.5
21468,5.0
42012,1.5
28622,3.0
22817,2.0
31984,1.5
13332,1.0
18789,5.0
22840,3.5
47698,1.5
14429,3.0
42676,4.5
49304,4.0
31566,0.5
41271,3.0
25645,4.0
47953,2.5
14259,5.0
18905,3.5
29455,5.0
40799,5.0
23225,5.0
41659,2.0
59195,3.0
58013,2.0
55209,4.0
6878,2.0
24813,4.5
22893,4.0
50211,4.0
33632,3.0
27643,5.0
50132,3.5
12131,2.0
33081,3.5
50823,4.0
40224,2.0
39526,4.0
26243,5.0
18247,4.0
44108,4.0
31192,3.0
8229,3.5
56413,3.5
47509,4.0
10205,3.0
35295,3.0
6388,3.5
31262,1.5
26328,3.5
18309,3.5
44883,4.5
16435,4.0
757,2.5
2192,5.0
47697,4.5
41548,5.0
31549,5.0
55778,4.5
16914,3.0
12021,3.5
17858,4.5
53507,4.0
18119,3.0
49526,5.0
4281,1.5
47968,4.0
39645,3.0
49673,3.0
34483,5.0
9958,4.0
16829,3.5
6259,3.5
5486,2.5
1802,3.5
3402,2.0
1696,1.0
4262,4.5
36391,1.0
21486,4.0
15607,4.0
501,2.0
40526,4.0
9360,4.0
6101,2.5
12460,4.0
8741,3.0
46284,5.0
50878,3.0
32933,3.0
52682,2.0
23995,5.0
41379,4.0
21369,2.0
45724,3.0
58646,3.0
50940,3.5
38912,4.0
11346,4.5
57229,3.0
40686,5.0
13308,5.0
25961,5.0
50436,5.0
7858,4.0
23804,4.0
6177,3.0
16323,4.0
14526,5.0
50081,3.0
55671,3.0
25490,4.0
6184,4.5
27651,4.5
55473,4.0
1104,4.0
39768,4.5
22391,1.0
40702,4.0
37358,2.5
33386,4.0
6267,5.0
32206,5.0
59640,3.0
48372,3.0
57043,3.0
41440,2.5
37281,3.5
30859,5.0
56572,4.0
54410,2.0
31345,4.0
22247,2.0
32485,3.0
18295,2.5
22493,2.0
30246,2.0
53638,4.5
40514,3.0
27331,1.0
40605,2.0
45943,4.0
14261,3.0
49949,4.0
54709,2.0
59047,4.0
4465,3.0
25503,1.0
12598,2.0
27091,5.0
17959,5.0
51397,4.0
37090,3.0
9945,4.0
32150,4.0
43618,2.5
6108,3.0
8889,3.0
3249,4.0
13049,3.0
39414,4.0
7043,4.0
37656,3.0
14248,3.5
18292,3.5
36039,4.0
59251,4.0
4246,4.0
44346,3.0
58758,3.0
16167,5.0
39348,2.5
16144,4.5
54865,3.0
21528,0.5
29945,4.0
39,3.0
51393,4.0
56594,4.0
33744,4.0
5172,1.0
49415,3.0
5806,4.0
29953,3.5
10430,4.0
31524,3.5
33731,3.5
6699,5.0
32670,4.0
9430,4.0
19313,4.0
11462,5.0
33876,5.0
24446,4.0
8100,3.0
36015,3.5
40926,3.0
17531,4.0
58423,4.0
772,3.0
26604,5.0
49979,5.0
50838,3.0
36464,3.0
5296,2.0
33738,4.5
59583,4.5
46273,4.5
20958,5.0
17391,4.5
6118,4.5
28965,4.0
18254,3.0
54317,4.0
53109,5.0
50758,4.0
24816,3.0
947,5.0
18628,5.0
1401,3.0
23520,3.0
14527,5.0
14020,4.0
52381,2.0
1317,4.5
977,2.5
29265,5.0
40395,1.0
15341,5.0
1812,4.0
15424,2.0
12719,4.5
37160,2.5
13880,4.0
21293,4.0
51571,4.0
19699,2.0
36552,3.0
54500,4.0
50749,4.0
52289,1.5
2836,3.5
2380,3.0
51337,4.0
45316,2.5
56974,3.0
32181,4.0
24575,3.0
41176,4.0
24595,3.0
21379,3.0
47084,5.0
33487,4.0
32396,4.0
22147,3.0
7247,2.5
28271,2.0
27464,5.0
16042,4.0
17368,5.0
54421,3.0
33392,3.0
51973,4.0
3587,4.0
19355,5.0
43305,3.0
5604,4.0
20289,1.0
48199,4.0
28286,4.0
15109,4.5
13598,3.0
32652,5.0
8298,4.0
19120,3.0
9904,4.0
31645,4.0
56606,4.0
40374,3.5
30521,3.5
17366,5.0
20006,4.0
11648,4.0
48904,4.0
50649,3.0
5518,3.5
30336,0.5
58984,4.0
24511,3.0
14419,3.0
20332,4.0
48507,3.0
2495,5.0
24195,4.0
54189,4.0
27297,3.0
5164,2.5
23858,2.0
18645,2.5
3773,2.0
47240,3.0
43746,2.0
38293,3.5
4022,4.5
17450,4.0
24197,2.0
10413,3.0
7060,3.0
13181,2.5
4492,5.0
42213,4.0
10436,4.0
55770,4.0
6622,4.0
36707,4.0
10083,5.0
52520,5.0
9935,4.0
1489,0.5
22338,4.0
26028,3.0
34921,5.0
50237,3.0
53419,3.5
34096,2.0
38086,5.0
18944,4.0
29218,5.0
19261,1.5
7636,2.0
31600,3.5
5166,3.0
37472,5.0
13235,5.0
8368,5.0
52336,3.0
6276,3.5
52395,4.0
40839,4.0
7314,1.5
20002,3.0
14180,3.5
45939,4.0
57958,5.0
44962,4.0
13160,4.5
30933,3.0
17132,4.0
24531,4.0
51721,2.0
45985,3.5
35947,3.0
49248,2.0
13930,3.5
8104,1.0
541,3.5
56895,2.0
53810,4.5
44985,3.0
59722,3.5
37615,4.0
57598,3.0
37796,3.0
12794,4.0
22308,5.0
12656,5.0
24161,4.0
28829,3.0
54138,5.0
38246,3.5
37437,2.0
47880,4.0
36848,3.0
4346,5.0
58689,4.0
54273,3.5
16703,1.0
30178,4.0
41825,0.5
9859,0.5
47592,0.5
23273,5.0
28208,4.0
36886,4.0
24376,2.0
36310,4.0
16168,4.0
57479,5.0
34113,4.0
1676,5.0
17644,2.0
29047,3.5
26267,2.0
41113,3.5
3984,3.0
11694,5.0
56254,3.5
54615,5.0
19477,3.5
4370,5.0
35316,3.5
8500,2.0
36364,3.5
29657,2.0
56226,2.0
57759,4.0
50126,5.0
17236,1.5
17563,2.5
7176,3.0
54648,4.0
23616,2.0
2055,3.5
31186,4.0
56267,4.0
7142,2.0
4695,5.0
15300,5.0
15680,2.0
43589,5.0
56155,4.5
52829,3.5
38301,1.0
45432,3.0
39095,4.0
22043,4.0
51835,5.0
8000,3.0
38177,3.5
40863,5.0
43623,2.0
15035,4.0
35374,5.0
14169,4.5
38637,2.0
7167,4.0
18417,4.5
48886,4.5
20459,3.5
30764,3.0
43022,4.0
4713,3.0
54395,1.0
37674,2.0
53312,4.0
25718,0.5
1363,2.5
45770,2.5
7990,3.0
47876,3.0
55963,4.0
56498,5.0
20875,2.0
1153,4.5
57906,4.0
25949,3.0
23565,4.0
42906,4.0
21019,3.5
32602,2.0
25299,4.0
5287,3.0
25282,4.0
3143,4.0
39729,2.0
12555,1.5
17347,5.0
40982,4.5
14129,3.5
37861,5.0
51323,3.5
36702,4.5
35578,3.0
16636,3.0
23708,4.0
57452,3.0
20484,4.0
25668,1.5
6771,5.0
8700,3.0
2805,3.0
32940,3.5
27835,3.0
42306,3.5
1005,5.0
38320,5.0
21352,4.0
30106,1.5
5632,4.0
20069,1.0
49654,4.0
36018,4.5
43082,2.0
47045,2.5
24259,3.0
13182,5.0
23490,1.5
21660,4.5
30923,3.5
40495,1.5
6166,1.0
50828,3.5
11932,3.0
18999,4.5
42358,4.5
54678,4.0
26927,4.0
14714,3.5
57488,4.5
28344,3.5
18885,4.5
5776,2.5
29415,1.0
47413,3.0
23656,4.0
57561,5.0
27025,5.0
24037,2.0
11782,4.0
58129,1.0
24267,2.0
73,1.0
8083,2.5
34672,1.0
498,4.0
6766,4.5
36829,5.0
29963,4.5
40425,2.0
7918,3.0
47970,4.0
9924,3.0
11169,5.0
16002,3.5
17247,4.0
16751,5.0
22889,4.0
40581,4.0
39419,3.5
17336,4.0
40732,4.0
683,3.5
32783,4.0
10132,5.0
35819,3.0
39000,4.5
24211,4.0
50006,5.0
12974,5.0
30968,4.5
53058,4.0
52987,4.0
12884,3.5
46588,4.0
18844,3.5
14846,5.0
42542,4.0
34403,5.0
14588,3.5
52609,5.0
32698,4.0
756,2.0
12156,2.5
44493,2.0
58280,3.0
13271,4.5
4578,4.0
56576,4.0
18476,3.0
7914,2.0
49390,2.5
10305,3.5
9384,5.0
43756,4.0
56266,4.0
12659,4.0
46718,5.0
7992,3.5
24464,4.0
52177,4.0
21048,4.0
30147,4.0
12516,5.0
57806,1.5
3903,3.0
13328,5.0
40733,4.0
54069,4.5
25787,4.0
1073,4.0
8944,4.0
2990,4.0
7888,4.0
46666,4.0
46014,2.0
1865,3.0
21604,4.0
35343,4.0
58101,3.0
694,5.0
18764,5.0
14658,3.0
13363,3.0
16492,1.5
3363,4.0
7204,3.0
13028,4.0
15764,2.0
50641,5.0
12675,3.0
35414,2.0
148,4.0
24474,5.0
9104,2.5
50141,3.0
51096,3.0
4892,3.5
19529,4.0
10736,5.0
47923,3.5
45012,3.5
24626,4.5
42377,4.5
51805,2.5
27484,3.0
52710,3.0
6309,3.0
36229,4.0
10010,5.0
4631,2.5
9030,3.5
4575,4.0
18162,2.5
59211,1.0
28030,4.0
29049,4.0
2105,4.0
50605,5.0
56300,3.0
11025,3.5
53288,4.0
11300,4.0
18159,5.0
11569,3.5
46933,4.0
17032,4.0
